what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422626997309
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1422626998628
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422627011216
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422627013859
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1422627027007
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422627078038
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422627099064
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1422627114270
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422627114973
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422627156755
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1422627164540
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1422627170137
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1422627172226
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1422627185370
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422627186495
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422627195223
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422627198523
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422627199724
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1422627231885
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422627233291
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422627255570
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1422627259512
